id,name,latitude,longitude,db_id,connection_count,ic_connection_count,ic_connection_count_int,connections_avg,connections_wavg,sizes_default,sizes_weighted
856,Racrange,48.9166670000,6.6666670000,8701845,0,0,0
857,Bermering,48.9333330000,6.7000000000,8700742,0,0,0
858,Marimont-lès-Bénestroff,48.8898910000,6.7854310000,8701537,0,0,0
859,Peltre,49.073877,6.2220476,8701810,13,0,0
860,Courcelles-sur-Nied,49.0634035,6.3109926,8700962,13,0,0
861,Sanry-sur-Nied,49.0445991,6.3399775,8702039,13,0,0
862,Baudrecourt,48.9666670000,6.4500000000,8700687,0,0,0
863,Lesse,48.9666670000,6.5166670000,8701445,0,0,0
864,Brulange,48.969861,6.549693,8700773,0,0,0
865,Morhange,48.9366239,6.6590266,8700284,13,0,0
866,Ars-sur-Moselle,49.0744745,6.0776461,8700627,13,0,0
